Source Node	Target Node	Interaction Type
ONECUT1	CDC25A	Undirected
ONECUT1	CASP2	Undirected
ONECUT1	EID1	Undirected
ONECUT1	G3BP2	Undirected
ONECUT1	THAP10	Undirected
ONECUT1	DDB2	Undirected
ONECUT1	PPFIBP1	Undirected
ONECUT1	DHRS4	Undirected
ONECUT1	HSPH1	Undirected
ONECUT1	CXCL3	Undirected
ONECUT1	SYNJ2BP	Undirected
ONECUT1	C12orf44	Undirected
ONECUT1	CYGB	Undirected
ONECUT1	COPS7A	Undirected
ONECUT1	ARMC6	Undirected
ONECUT1	CXCL1	Undirected
ONECUT1	FAM117A	Undirected
ONECUT1	IRF6	Undirected
ONECUT1	POLR3G	Undirected
ONECUT1	HIST1H4A	Undirected
ONECUT1	F2RL2	Undirected
ONECUT1	APIP	Undirected
ONECUT1	POLR2D	Undirected
ONECUT1	HMGCR	Undirected
ONECUT1	UGT1A1	Undirected
ONECUT1	E2F1	Undirected
ONECUT1	C6orf66	Undirected
ONECUT1	HNRNPA2B1	Undirected
ONECUT1	CSN2	Undirected
ONECUT1	OTUD6B	Undirected
ONECUT1	C11orf1	Undirected
ONECUT1	IRF3	Undirected
ONECUT1	C15orf29	Undirected
ONECUT1	TRUB2	Undirected
ONECUT1	C16orf67	Undirected
ONECUT1	CDK2	Undirected
ONECUT1	PPP2R5A	Undirected
ONECUT1	C6orf166	Undirected
ONECUT1	AASS	Undirected
ONECUT1	ZCCHC9	Undirected
ONECUT1	GTF2E1	Undirected
ONECUT1	PSMA1	Undirected
ONECUT1	SNW1	Undirected
ONECUT1	RPAIN	Undirected
ONECUT1	ALDH3A1	Undirected
ONECUT1	NR0B2	Undirected
ONECUT1	BNIP3L	Undirected
ONECUT1	COPB2	Undirected
ONECUT1	HIST1H3I	Undirected
ONECUT1	SNX3	Undirected
ONECUT1	CCL28	Undirected
ONECUT1	HTR2B	Undirected
ONECUT1	GRB2	Undirected
ONECUT1	G6PC	Undirected
ONECUT1	FABP5	Undirected
ONECUT1	ZNF317	Undirected
ONECUT1	AGTR1	Undirected
ONECUT1	TMEM62	Undirected
ONECUT1	MYST2	Undirected
ONECUT1	UGT2B17	Undirected
ONECUT1	TCEB3	Undirected
ONECUT1	CCT8	Undirected
ONECUT1	ABL2	Undirected
ONECUT1	ELOVL1	Undirected
ONECUT1	NOLC1	Undirected
ONECUT1	GBF1	Undirected
ONECUT1	FER1L3	Undirected
ONECUT1	FAS	Undirected
ONECUT1	SMARCC1	Undirected
ONECUT1	COX7A2L	Undirected
ONECUT1	PTPRR	Undirected
ONECUT1	PCDHA12	Undirected
ONECUT1	TMOD2	Undirected
ONECUT1	TNFSF10	Undirected
ONECUT1	AGBL2	Undirected
ONECUT1	WBSCR22	Undirected
ONECUT1	YPEL3	Undirected
ONECUT1	TEGT	Undirected
ONECUT1	C1S	Undirected
ONECUT1	SERPINB8	Undirected
ONECUT1	SNRPD2	Undirected
ONECUT1	SLC1A3	Undirected
ONECUT1	NPAL2	Undirected
ONECUT1	PTPRN2	Undirected
ONECUT1	INSM2	Undirected
ONECUT1	PPFIA1	Undirected
ONECUT1	ARL1	Undirected
ONECUT1	RNF20	Undirected
ONECUT1	GLA	Undirected
ONECUT1	CLCN4	Undirected
ONECUT1	HSD17B4	Undirected
ONECUT1	C11orf70	Undirected
ONECUT1	F11	Undirected
ONECUT1	BCAR1	Undirected
ONECUT1	EGR2	Undirected
ONECUT1	MON1B	Undirected
ONECUT1	EMG1	Undirected
ONECUT1	EHF	Undirected
ONECUT1	GJB1	Undirected
ONECUT1	C6orf211	Undirected
ONECUT1	F9	Undirected
ONECUT1	C8orf4	Undirected
ONECUT1	NBR1	Undirected
ONECUT1	CYP3A43	Undirected
ONECUT1	HESX1	Undirected
ONECUT1	PSMB1	Undirected
ONECUT1	PPP1R3D	Undirected
ONECUT1	BCKDHA	Undirected
ONECUT1	KLF3	Undirected
ONECUT1	SH3BGRL	Undirected
ONECUT1	C2	Undirected
ONECUT1	OAZ2	Undirected
ONECUT1	C14orf119	Undirected
ONECUT1	RECK	Undirected
ONECUT1	GSS	Undirected
ONECUT1	ADH1A	Undirected
ONECUT1	CDC2L5	Undirected
ONECUT1	SPAST	Undirected
ONECUT1	MAP2K5	Undirected
ONECUT1	ITGAV	Undirected
ONECUT1	NUDT2	Undirected
ONECUT1	MAGED2	Undirected
ONECUT1	PEX6	Undirected
ONECUT1	TM2D1	Undirected
ONECUT1	HMGB2	Undirected
ONECUT1	APOH	Undirected
ONECUT1	PIH1D1	Undirected
ONECUT1	ATG9A	Undirected
ONECUT1	TMF1	Undirected
ONECUT1	NG_000983	Undirected
ONECUT1	NG_000988	Undirected
ONECUT1	NG_001012	Undirected
ONECUT1	WDR5B	Undirected
ONECUT1	CACNA1D	Undirected
ONECUT1	AKR1C4	Undirected
ONECUT1	NFKBIA	Undirected
ONECUT1	PI4K2B	Undirected
ONECUT1	HIVEP3	Undirected
ONECUT1	ABCC2	Undirected
ONECUT1	NEK6	Undirected
ONECUT1	RMND1	Undirected
ONECUT1	SPINK1	Undirected
ONECUT1	FXYD7	Undirected
ONECUT1	GUF1	Undirected
ONECUT1	TRPC4AP	Undirected
ONECUT1	GABPA	Undirected
ONECUT1	SLC25A13	Undirected
ONECUT1	KRTAP1-1	Undirected
ONECUT1	SETDB2	Undirected
ONECUT1	TXNDC12	Undirected
ONECUT1	TAT	Undirected
ONECUT1	SEC61A2	Undirected
ONECUT1	PMAIP1	Undirected
ONECUT1	ACPP	Undirected
ONECUT1	OAT	Undirected
HBB	HBZ	Undirected
HBB	HBB	Undirected
LMO2	RBBP8	Undirected
Spred2	Kit	Undirected
CLASP1	MAPRE3	Undirected
CLASP1	MAPRE1	Undirected
Fst	Bmp4	Undirected
Insr	Grb14	Undirected
Insr	Pik3r1	Undirected
Insr	Grb7	Undirected
CDKN1B	CCNA2	Undirected
CDKN1B	CCND1	Undirected
CDKN1B	STMN1	Undirected
CDKN1B	CDK2	Undirected
CDKN1B	XPO1	Undirected
CLTC	XRCC6	Undirected
TNFRSF13C	TNFRSF13C	Undirected
Csnk2a1	Gsk3b	Undirected
MAP2K3	MAP3K4	Undirected
Gamt	Gamt	Undirected
Dazap2	Sox6	Undirected
MTNR1A	MTNR1B	Undirected
MTNR1A	MTNR1A	Undirected
MMP13	MMP13	Undirected
Sqstm1	Gabrr1	Undirected
Sqstm1	Kcnab2	Undirected
Sqstm1	Gabrr3	Undirected
Sqstm1	Gabrr2	Undirected
Sqstm1	Sqstm1	Undirected
Sqstm1	25522	Undirected
MAPK14	CDC25B	Undirected
Drp2	Prx	Undirected
DRD5	FREQ	Undirected
Vcp	Vcp	Undirected
Gchfr	Gch1	Undirected
Gchfr	Gchfr	Undirected
Vps16	Stx6	Undirected
Vps16	Stx1a	Undirected
Vps16	Stx7	Undirected
Vps16	Vps45	Undirected
Vps16	Stx8	Undirected
Sdcbp	Grm4	Undirected
Sdcbp	Grm6	Undirected
Sdcbp	Grm7	Undirected
Sdcbp	Gria2	Undirected
Sdcbp	Grm3	Undirected
Sdcbp	Gria1	Undirected
Sdcbp	Gria3	Undirected
Sdcbp	Sdcbp	Undirected
NCOA1	PPARG	Undirected
RNASE4	RNASE4	Undirected
Sept2	Stx1a	Undirected
XP_283704	Pik3r2	Undirected
XP_283704	Trpc1	Undirected
XP_283704	Trpc2	Undirected
XP_283704	Trpc5	Undirected
ORC5L	ORC3L	Undirected
ORC5L	MCM3	Undirected
ORC5L	ORC2L	Undirected
ORC5L	CDC5L	Undirected
ORC5L	MCM2	Undirected
ORC5L	ORC1L	Undirected
ORC5L	CDC7	Undirected
ORC5L	CDC6	Undirected
CSF3	CSF3	Undirected
CXCL12	CXCL12	Undirected
Cbx5	Cbx5	Undirected
WASL	HSP90AB1	Undirected
WASL	HSP90AA1	Undirected
Nfya	Nr5a1	Undirected
Cltc	Cltc	Undirected
MEF2C	MEF2C	Undirected
ELK1	ELK1	Undirected
ELK1	PIAS2	Undirected
Fyn	Grin2b	Undirected
Fyn	Ctla4	Undirected
Fyn	Ptk2	Undirected
Fyn	Il7r	Undirected
Fyn	Pik3r1	Undirected
Fyn	Cd247	Undirected
Fyn	Zap70	Undirected
Fyn	Vav1	Undirected
Fyn	Epha4	Undirected
Fyn	Dcc	Undirected
Fyn	Fyn	Undirected
Fyn	Efs	Undirected
NMU	NMUR1	Undirected
NMU	NMUR2	Undirected
UBE2L3	CBL	Undirected
UBE2L3	UBE3A	Undirected
Oprk1	Oprd1	Undirected
CDKN1A	POLD2	Undirected
Cacng2	Camk2a	Undirected
IL8RA	IL8	Undirected
IL8RA	CXCL1	Undirected
TRPM4	TRPM4	Undirected
Nfe2	Yap1	Undirected
CHI3L1	CHI3L1	Undirected
Stx4a	Slc2a4	Undirected
Cask	Nrxn1	Undirected
Cask	Nrxn2	Undirected
Cask	25615	Undirected
Cask	Nrxn3	Undirected
Cask	Lin7a	Undirected
Cask	Apba1	Undirected
EED	SUZ12	Undirected
EED	YY1	Undirected
EED	EZH1	Undirected
EED	AEBP2	Undirected
Grik2	Dlg4	Undirected
Grik2	Grik2	Undirected
Grik2	Pick1	Undirected
NCSTN	BACE1	Undirected
CHUK	NFKBIA	Undirected
TES	TLN1	Undirected
TES	ACTL7A	Undirected
TES	ENAH	Undirected
TES	VASP	Undirected
TES	TES	Undirected
TES	EVL	Undirected
XRCC6	CBX5	Undirected
JUN	DBP	Undirected
JUN	MAFK	Undirected
JUN	NFE2L2	Undirected
JUN	HLF	Undirected
JUN	BATF	Undirected
JUN	FOSL2	Undirected
JUN	FOSB	Undirected
JUN	BACH2	Undirected
JUN	JUNB	Undirected
JUN	CEBPE	Undirected
JUN	JUN	Undirected
JUN	YWHAH	Undirected
JUN	JUND	Undirected
JUN	ATF3	Undirected
JUN	FOSL1	Undirected
Shc3	Axl	Undirected
Shc3	Ntrk1	Undirected
Shc3	Egfr	Undirected
Nfkbib	Rela	Undirected
APC	IQGAP1	Undirected
APC	CTNNB1	Undirected
RUNX1	RUNX1	Undirected
Ccnd3	Cdkn1b	Undirected
Ccnd3	Ncoa2	Undirected
RTN1	BCL2L1	Undirected
CAT	PTPN11	Undirected
CAT	CAT	Undirected
SYNCRIP	GAPDH	Undirected
Id2	Rb1	Undirected
Id2	Sfpi1	Undirected
MED4	MED30	Undirected
NCOA1	THRB	Undirected
Sema3d	Nrp1	Undirected
Lepr	Lep	Undirected
HINT1	HINT1	Undirected
Omp	Omp	Undirected
Dlgap1	Nos1	Undirected
Dlgap1	Dlg4	Undirected
Dlgap1	Dlgh1	Undirected
YWHAB	YWHAB	Undirected
Acvrl1	Tgfbr1	Undirected
INPP5D	DOK1	Undirected
INPP5D	DOK2	Undirected
Scgb1a1	Scgb1a1	Undirected
Dusp19	Map2k7	Undirected
25522	Pard6a	Undirected
25522	Kcnab2	Undirected
25522	Gabrr3	Undirected
25522	Sqstm1	Undirected
Snap23	Stx1a	Undirected
Cntf	Il6st	Undirected
COPS2	COPS6	Undirected
COPS2	COPS2	Undirected
Hoxd13	Meis1	Undirected
DNMT3B	DNMT1	Undirected
DNMT3B	SUMO1	Undirected
DNMT3B	UBE2I	Undirected
CBS	CBS	Undirected
SOX18	MEF2C	Undirected
GTF2A2	GTF2A1	Undirected
GTF2A2	TBP	Undirected
Smad5	Zfp128	Undirected
Fah	Fah	Undirected
RAD51	RAD52	Undirected
PSAP	PSAP	Undirected
RBBP4	SUZ12	Undirected
RBBP4	HDAC1	Undirected
RBBP4	AEBP2	Undirected
Gdf5	Chrdl2	Undirected
Faah	Faah	Undirected
B4galt1	Lalba	Undirected
EFNB1	EPHB2	Undirected
EFNB1	EPHB1	Undirected
DLG4	DLGAP1	Undirected
Rpgr	Rpgrip1	Undirected
Birc6	Birc6	Undirected
FLT3LG	FLT3LG	Undirected
PRKCH	PRKD1	Undirected
PRKCH	PRKCH	Undirected
NEFL	PIAS4	Undirected
NEFL	BRD7	Undirected
NEFL	CHD3	Undirected
CCL4	CCL4	Undirected
ESR1	PIAS1	Undirected
ESR1	ESR1	Undirected
Nr1h4	Nr1h4	Undirected
DRD1	CALY	Undirected
Fert2	Stat3	Undirected
Fert2	Jak1	Undirected
Polr1e	Ubtf	Undirected
Tnfsf11	Tnfsf11	Undirected
Slc6a5	Sdcbp	Undirected
ZBTB17	DNMT3A	Undirected
Trim2	Myo5a	Undirected
BTRC	NFKBIA	Undirected
Cd28	Grb2	Undirected
CAPNS1	CAPN2	Undirected
AHCY	AHCY	Undirected
SEC23A	DCTN1	Undirected
Ufd1l	Nploc4	Undirected
Casc3	Stau1	Undirected
Ntn1	Unc5c	Undirected
CCL2	CCL2	Undirected
HGS	TSG101	Undirected
Esrrg	Esrrg	Undirected
Fkbp1b	Ryr2	Undirected
GSTM2	GSTM2	Undirected
Pdk2	Pdk2	Undirected
CREBBP	NCOA3	Undirected
CREBBP	PAX5	Undirected
CREBBP	CDKN1A	Undirected
CREBBP	SMAD3	Undirected
CREBBP	MAF	Undirected
CREBBP	Plagl1	Undirected
CREBBP	TP73	Undirected
CREBBP	DAXX	Undirected
CREBBP	CREB1	Undirected
NXF1	NXT1	Undirected
NXF1	NXF1	Undirected
CASP7	RB1	Undirected
FANCD2	BRCA2	Undirected
DNMT3A	DNMT1	Undirected
PSCD2	ARF6	Undirected
SUMO1	SENP2	Undirected
SUMO1	HIPK2	Undirected
SUMO1	PIAS1	Undirected
SUMO1	TTRAP	Undirected
SUMO1	CHD3	Undirected
SUMO1	SUMO1	Undirected
SUMO1	UBE2K	Undirected
MMP9	MMP9	Undirected
CDC7	DBF4	Undirected
CDC7	CDKN1A	Undirected
CDC7	MCM3	Undirected
CDC7	ORC6L	Undirected
CDC7	CDKN2A	Undirected
CDC7	MCM10	Undirected
BMP4	BMP4	Undirected
BMP4	BMPR1B	Undirected
S100a4	Myh9	Undirected
PDLIM1	STK35	Undirected
PDLIM1	ACTN1	Undirected
PDLIM1	ACTN4	Undirected
MAP2K4	MAP3K4	Undirected
Mfn1	Mfn2	Undirected
Mfn1	Mfn1	Undirected
Grin2a	Dlgh1	Undirected
GPS2	GPS2	Undirected
Stx1a	Stxbp5	Undirected
Stx1a	Slc6a9	Undirected
Stx1a	Snap25	Undirected
Stx1a	Cav1	Undirected
Stx1a	Slc6a5	Undirected
Stx1a	Stx1a	Undirected
Stx1a	Stxbp1	Undirected
Stx1a	Snap25	Undirected
Stx1a	Gnb2l1	Undirected
Stx1a	Syt1	Undirected
Rad23a	Rad23b	Undirected
CDK5R1	CDK5	Undirected
SLBP	LSM10	Undirected
Refbp2	Nxf1	Undirected
Ganab	Ptprc	Undirected
Ganab	Prkcsh	Undirected
MECP2	AL356957	Undirected
Egfr	Ptpn11	Undirected
Myrip	Rab27a	Undirected
Kiss1r	Kiss1	Undirected
Apbb3	Aplp2	Undirected
Apbb3	App	Undirected
Pfkfb1	Pfkfb1	Undirected
CA12	CA12	Undirected
WARS	WARS	Undirected
DMD	DMD	Undirected
F5	F5	Undirected
Slc34a1	Pdzd3	Undirected
Slc34a1	Fhl2	Undirected
Slc34a1	Slc9a3r2	Undirected
Slc34a1	Mast2	Undirected
Slc34a1	Rgs3	Undirected
Slc34a1	Hsp90aa1	Undirected
Slc34a1	Hsp90ab1	Undirected
Slc34a1	Pdzk1	Undirected
Slc34a1	Bspry	Undirected
Slc34a1	Slc9a3r1	Undirected
Pcgf2	Phc2	Undirected
TINF2	TERF2	Undirected
NCK1	WAS	Undirected
NCK1	SOS1	Undirected
NCK1	PAK1	Undirected
NFATC2	NFATC2	Undirected
Grik1	Dlg4	Undirected
Grik1	Sdcbp	Undirected
Grik1	Grik1	Undirected
Grik1	Pick1	Undirected
Nasp	Hist1h1d	Undirected
Nasp	Hist1h1e	Undirected
Nasp	Hist1h1c	Undirected
Nasp	Hist1h1a	Undirected
Bmper	Bmp4	Undirected
Bmper	Bmp6	Undirected
Prkcc	Prkcc	Undirected
Nmu	Nmur1	Undirected
Nmu	Nmur2	Undirected
HIST2H2AC	RBBP4	Undirected
STK11	PRKAA2	Undirected
Myoz3	Tcap	Undirected
Myoz3	Ppp3ca	Undirected
Stxbp1	Pld1	Undirected
Stxbp1	Pld2	Undirected
Stxbp1	Stx1b	Undirected
Stxbp1	Stx3	Undirected
Bcl2l2	Bad	Undirected
Cbx8	Vps52	Undirected
RALA	CSDA	Undirected
RALA	RALA	Undirected
GLUD2	GLUD2	Undirected
S100a9	S100a9	Undirected
Nfatc3	Nfatc4	Undirected
MMP3	MMP3	Undirected
HNRNPL	HNRNPK	Undirected
AURKA	CHFR	Undirected
AURKA	AURKA	Undirected
NEK3	PRLR	Undirected
NEK3	CSN2	Undirected
BNIP2	ARHGAP1	Undirected
BNIP2	BNIP2	Undirected
NCOR2	PML	Undirected
VPS24	CHMP4B	Undirected
RAB5A	RAB5A	Undirected
NMNAT1	NMNAT1	Undirected
Itga1	Itga1	Undirected
Rab5a	Rabep1	Undirected
Eya4	Six1	Undirected
Eya4	Eya4	Undirected
Eya4	Six2	Undirected
ARRB1	NFKBIA	Undirected
MSH6	MSH2	Undirected
MSH6	BRCA1	Undirected
PDGFB	PDGFB	Undirected
Efnb1	Sdcbp	Undirected
Efnb1	Ptpn13	Undirected
UBE2I	HIPK2	Undirected
UBE2I	PIAS1	Undirected
UBE2I	TTRAP	Undirected
UBE2I	CHD3	Undirected
UBE2I	CBX4	Undirected
UBE2I	SUMO1	Undirected
Ptgs2	Ptgs2	Undirected
Rag1	Rag2	Undirected
Camk2a	Kif2c	Undirected
ABL1	ABL2	Undirected
SMARCA5	HDAC2	Undirected
SRP54	SRP19	Undirected
SRP54	SRP54	Undirected
Hnf4a	Hnf4a	Undirected
CDC45L	CDKN1A	Undirected
CDC45L	ORC3L	Undirected
CDC45L	CDKN2A	Undirected
CDC45L	ORC5L	Undirected
CDC45L	MCM10	Undirected
Nid1	COL4A1	Undirected
Nid1	COL4A2	Undirected
Nid1	Fbln2	Undirected
CFLAR	CASP3	Undirected
CFLAR	DAXX	Undirected
CFLAR	FADD	Undirected
PYGM	PYGM	Undirected
Dlgh1	Lin7c	Undirected
Dlgh1	Lin7a	Undirected
PUM2	NANOS1	Undirected
PUM2	PUM2	Undirected
Cblb	Fyn	Undirected
F8	IGHA2	Undirected
BHLHB2	STAT3	Undirected
Maob	Maob	Undirected
EPOR	GNB2L1	Undirected
EPOR	EPOR	Undirected
Meis2	Pax6	Undirected
CRABP2	CRABP2	Undirected
AGA	AGA	Undirected
Dlg3	Lphn1	Undirected
TSC1	MSN	Undirected
TSC1	EZR	Undirected
TSC1	NF2	Undirected
TSC1	YWHAG	Undirected
TSC1	YWHAE	Undirected
TSC1	TSC2	Undirected
TSC1	YWHAQ	Undirected
TSC1	RDX	Undirected
TSC1	YWHAB	Undirected
TSC1	NEFL	Undirected
TSC1	YWHAH	Undirected
TAF9	TAF6	Undirected
Npm1	Dffb	Undirected
CLU	TGFBR1	Undirected
CLU	XRCC6	Undirected
CLU	CLU	Undirected
WDR5	MLL	Undirected
Cacna1b	Dynlt1	Undirected
Rab6ip1	Rab6	Undirected
Rab3c	Rims2	Undirected
CAPN1	UFSP2	Undirected
CAPN1	C11orf59	Undirected
CAPN1	CREG1	Undirected
CAPN1	SYNE1	Undirected
CAPN1	TINAGL1	Undirected
CAPN1	ECHS1	Undirected
CAPN1	CTSC	Undirected
CAPN1	GPT	Undirected
CAPN1	COL3A1	Undirected
ELA2	ELA2	Undirected
Mapk8ip2	App	Undirected
Map4k4	Map3k1	Undirected
NR1H4	RXRA	Undirected
IFNB1	IFNB1	Undirected
TGOLN2	AP2M1	Undirected
CTSD	CTSD	Undirected
Kcna1	Kcnab2	Undirected
Ccnd1	Cdk4	Undirected
Ccnd1	Cdkn1b	Undirected
Eya3	Dach1	Undirected
Eya3	Six1	Undirected
Eya3	Polr2a	Undirected
VPS11	STX6	Undirected
VPS11	STX1A	Undirected
VPS11	STX7	Undirected
VPS11	STX8	Undirected
Klf7	Fbxo38	Undirected
Tm2d1	App	Undirected
CGA	CGA	Undirected
Diap1	Apc	Undirected
Diap1	Cbx1	Undirected
Diap1	Cbx5	Undirected
Diap1	Diap1	Undirected
Diap1	Mapre1	Undirected
Tg	Pdia4	Undirected
MAX	MYC	Undirected
MAX	MXD1	Undirected
Psen1	Psen1	Undirected
Twist2	Tcfe2a	Undirected
IL22	IL22	Undirected
BMP2	BMP2	Undirected
EIF4G1	EIF4E	Undirected
EIF4G1	NCBP2	Undirected
EIF4G1	NCBP1	Undirected
ELMO1	DOCK1	Undirected
ELMO1	RHOG	Undirected
ANG	RNH1	Undirected
HCK	KHDRBS1	Undirected
HCK	HCK	Undirected
Eps8l1	Acta1	Undirected
Stxbp4	Stx4a	Undirected
B2m	H2-Q7	Undirected
B2m	547348	Undirected
B2m	H2-K1	Undirected
B2m	H2-M3	Undirected
B2m	Cd1d1	Undirected
Tln1	Itga5	Undirected
Tln1	Tln1	Undirected
Tln1	Itgb3	Undirected
IMMT	PIAS4	Undirected
IMMT	CHD3	Undirected
IMMT	FEZ1	Undirected
IMMT	IMMT	Undirected
CD55	CD55	Undirected
Gopc	Grid1	Undirected
Gopc	Becn1	Undirected
CEBPB	DBP	Undirected
CEBPB	BATF	Undirected
CEBPB	CEBPG	Undirected
CEBPB	CEBPA	Undirected
CEBPB	SMAD4	Undirected
CEBPB	CEBPE	Undirected
CEBPB	DDIT3	Undirected
CEBPB	CEBPB	Undirected
CEBPB	ATF7	Undirected
CEBPB	CEBPD	Undirected
CEBPB	ATF4	Undirected
CEBPB	ATF5	Undirected
CDK5	CDK5	Undirected
IL1RN	IL1RN	Undirected
DVL2	DYNLT1	Undirected
DVL2	PPM1A	Undirected
Rps6ka2	Cebpb	Undirected
Cebpb	Fabp4	Undirected
Cebpb	Xpo1	Undirected
Cebpb	Casp8	Undirected
Jak2	Agtr1a	Undirected
PPFIA3	GIT1	Undirected
CX3CL1	CX3CL1	Undirected
F13A1	F13A1	Undirected
TNIP2	SMARCD1	Undirected
Icam2	Rdx	Undirected
SNRPD3	SNRPG	Undirected
SNRPD3	SNRPE	Undirected
NOL3	NOL3	Undirected
NOL3	FADD	Undirected
NOL3	BAX	Undirected
PRKCE	PRKD1	Undirected
PRKCE	PRKCE	Undirected
Rtn4r	Rtn4	Undirected
Rtn4r	Mag	Undirected
CCL5	CCL5	Undirected
Mapk1	Dlg4	Undirected
PDGFB	PDGFB	Undirected
YWHAZ	CDC25B	Undirected
YWHAZ	YWHAZ	Undirected
Mapk12	Dlg4	Undirected
Mapk12	Dlgh1	Undirected
EFNA5	EPHA4	Undirected
EFNA5	EPHA2	Undirected
EFNA5	EPHA7	Undirected
EFNA5	EPHA6	Undirected
Ocln	Tjp1	Undirected
Ocln	Tjp2	Undirected
SET	PPP2R1B	Undirected
Tgoln1	Ppp1r9a	Undirected
Tgoln1	Ppp1r9b	Undirected
Stxbp2	Stx1b	Undirected
Stxbp2	Stx3	Undirected
Stxbp2	Stx1a	Undirected
Dync1h1	Nudc	Undirected
Dync1h1	Dync1i1	Undirected
UCP2	YWHAG	Undirected
UCP2	YWHAQ	Undirected
UCP2	YWHAB	Undirected
UCP2	YWHAZ	Undirected
Kcnd2	Kcnip3	Undirected
Kcnd2	AAN34942	Undirected
Kcnd2	Kcnip2	Undirected
CCS	CCS	Undirected
CCS	SOD1	Undirected
Unc119	Arl2	Undirected
EPM2A	EPM2AIP1	Undirected
CTSG	CASP7	Undirected
Acan	Tnr	Undirected
Grin2b	Dlg4	Undirected
LRP1	SERPINA1	Undirected
LRP1	ELA2	Undirected
LRP1	CTSG	Undirected
LRP1	LRP1	Undirected
HK3	ZBTB17	Undirected
HK3	PTGDS	Undirected
HK3	LEP	Undirected
HK3	GRN	Undirected
MTHFD1	MTHFD1	Undirected
EIF2C2	DCP2	Undirected
SENP1	SP3	Undirected
Nfkbia	Trp53	Undirected
FAHD1	FAHD1	Undirected
NR1I2	NR1I2	Undirected
TERF2IP	TERF2	Undirected
Itgb3	Fn1	Undirected
ZFHX3	PIAS3	Undirected
MAP3K14	TRAF5	Undirected
MAP3K14	TRAF2	Undirected
MAP3K14	TRAF6	Undirected
MAP3K14	TRAF1	Undirected
RASA1	HRAS	Undirected
Myo7a	Ush1c	Undirected
Myo7a	Ush1c	Undirected
JAK1	IL4R	Undirected
Smad4	Spnb2	Undirected
MMP10	MMP10	Undirected
CAV1	PPP1CA	Undirected
CAV1	AR	Undirected
CAV1	PTPN6	Undirected
CAV1	PTEN	Undirected
CAV1	PTPRF	Undirected
CAV1	PTPN11	Undirected
CAV1	PTPN1	Undirected
CAV1	CAV1	Undirected
NPR3	NPR3	Undirected
Capn3	Capn3	Undirected
TCL1A	AKT3	Undirected
TCL1A	AKT2	Undirected
Stat3	Mapk1	Undirected
Sos1	Crk	Undirected
Sos1	Fgr	Undirected
Sos1	Pik3r1	Undirected
Sos1	Fyn	Undirected
Sos1	Rit2	Undirected
Stx8	Vti1b	Undirected
Snap25	Trim9	Undirected
Snap25	Vamp2	Undirected
Snap25	Stx1b	Undirected
Snap25	Cav1	Undirected
Snap25	Zwint	Undirected
Snap25	Stx3	Undirected
Snap25	Stx4a	Undirected
YY1	ATF7	Undirected
YY1	SP1	Undirected
YY1	HDAC2	Undirected
YY1	TP53	Undirected
YY1	CDKN2A	Undirected
YY1	ATF2	Undirected
YY1	CREB1	Undirected
Kcnab1	Kcna2	Undirected
Kcnab1	Kcna6	Undirected
Kcnab1	Kcna1	Undirected
CANX	PDIA3	Undirected
Plk1	Cdc25c	Undirected
CAP2	CAP1	Undirected
MED22	MED11	Undirected
MED22	MED30	Undirected
SREBF1	SREBF1	Undirected
Socs1	Tceb1	Undirected
Socs1	Trim8	Undirected
Socs1	Jak2	Undirected
Bcar1	Crk	Undirected
Bcar1	Nck1	Undirected
Bcar1	Fyn	Undirected
Bcar1	Nphp1	Undirected
CACNA1C	GNB1	Undirected
UCP3	YWHAG	Undirected
UCP3	YWHAQ	Undirected
UCP3	YWHAB	Undirected
UCP3	YWHAZ	Undirected
UBE2K	PIAS4	Undirected
UBE2K	UBE2K	Undirected
Syt3	Stx1a	Undirected
Rock2	Rhoa	Undirected
Rab15	Rph3a	Undirected
Anxa7	Sri	Undirected
MAP2K7	MAP2K7	Undirected
Ppm1j	Ube2i	Undirected
PDCD6IP	TSG101	Undirected
Grb2	Gab1	Undirected
Grb2	Inpp5d	Undirected
Grb2	Ptpra	Undirected
Grb2	Egfr	Undirected
Grb2	Shc1	Undirected
Grb2	NP_031805	Undirected
Grb2	Khdrbs1	Undirected
Grb2	Blnk	Undirected
Grb2	Map4k4	Undirected
Grb2	Sos1	Undirected
PTPN6	PILRA	Undirected
PDE6D	ARL2	Undirected
DRD2	FLNA	Undirected
DRD2	FREQ	Undirected
F11r	Mpdz	Undirected
ARPC1B	ARPC2	Undirected
ARPC1B	ARPC4	Undirected
ARPC1B	ACTR2	Undirected
ARPC1B	ARPC5	Undirected
Ndnl2	E2f1	Undirected
Chuk	Ikbkg	Undirected
Ccnd2	Cdkn1b	Undirected
Rpa1	Mcm4	Undirected
MAP2K6	MAP3K5	Undirected
MAP2K6	MAP3K4	Undirected
Klra1	Klra1	Undirected
Klra1	H2-Q1	Undirected
ROCK1	MBP	Undirected
CDK2	CDK2	Undirected
CDK2	CDKN3	Undirected
Bat3	Amelx	Undirected
Ccl1	Ccr8	Undirected
TICAM2	IRAK3	Undirected
TICAM2	IL1R1	Undirected
TICAM2	TRAF6	Undirected
Bcl2l2	Bak1	Undirected
Bcl2l2	Bax	Undirected
Bcl2l2	Ppp1ca	Undirected
ARFIP2	ARFIP2	Undirected
Lrp8	Mapk8ip1	Undirected
Lrp8	Mapk8ip2	Undirected
BST1	BST1	Undirected
